Id,SalePrice
1461,84000.0
1462,137500.0
1463,224900.0
1464,192000.0
1465,179200.0
1466,201000.0
1467,206000.0
1468,213000.0
1469,184900.0
1470,123000.0
1471,180000.0
1472,89500.0
1473,88000.0
1474,148500.0
1475,128000.0
1476,611657.0
1477,220000.0
1478,260000.0
1479,255000.0
1480,412500.0
1481,312500.0
1482,187750.0
1483,142500.0
1484,160200.0
1485,184000.0
1486,190000.0
1487,340000.0
1488,227000.0
1489,208300.0
1490,221000.0
1491,193000.0
1492,109000.0
1493,130500.0
1494,260000.0
1495,228000.0
1496,190000.0
1497,328900.0
1498,151000.0
1499,151000.0
1500,147400.0
1501,176000.0
1502,138000.0
1503,233170.0
1504,179000.0
1505,190000.0
1506,155000.0
1507,310000.0
1508,172500.0
1509,135000.0
1510,168500.0
1511,143000.0
1512,153000.0
1513,159000.0
1514,143900.0
1515,225000.0
1516,97500.0
1517,153000.0
1518,119000.0
1519,244600.0
1520,141000.0
1521,142000.0
1522,139000.0
1523,129000.0
1524,128900.0
1525,94750.0
1526,137000.0
1527,132000.0
1528,147000.0
1529,132500.0
1530,144000.0
1531,143000.0
1532,99900.0
1533,121600.0
1534,110000.0
1535,104900.0
1536,118500.0
1537,135000.0
1538,124000.0
1539,163000.0
1540,256000.0
1541,115000.0
1542,133000.0
1543,159500.0
1544,82500.0
1545,120000.0
1546,120000.0
1547,140200.0
1548,93000.0
1549,132000.0
1550,164000.0
1551,113000.0
1552,135000.0
1553,112000.0
1554,114504.0
1555,177000.0
1556,110000.0
1557,110000.0
1558,115000.0
1559,145000.0
1560,117000.0
1561,155000.0
1562,130000.0
1563,115000.0
1564,187500.0
1565,167900.0
1566,215000.0
1567,129900.0
1568,210000.0
1569,115000.0
1570,139000.0
1571,113000.0
1572,137500.0
1573,233170.0
1574,147500.0
1575,180500.0
1576,213000.0
1577,194500.0
1578,112000.0
1579,148000.0
1580,176500.0
1581,150500.0
1582,112500.0
1583,360000.0
1584,225000.0
1585,140000.0
1586,86000.0
1587,100000.0
1588,143000.0
1589,137500.0
1590,100000.0
1591,133700.0
1592,110500.0
1593,82000.0
1594,200000.0
1595,140000.0
1596,189000.0
1597,124500.0
1598,194500.0
1599,140000.0
1600,181000.0
1601,68500.0
1602,120000.0
1603,85000.0
1604,275000.0
1605,214900.0
1606,171000.0
1607,197500.0
1608,227680.0
1609,194500.0
1610,279500.0
1611,175000.0
1612,184000.0
1613,208900.0
1614,83000.0
1615,75000.0
1616,75000.0
1617,83500.0
1618,112500.0
1619,144000.0
1620,260000.0
1621,120000.0
1622,152000.0
1623,248000.0
1624,248000.0
1625,84000.0
1626,165000.0
1627,181000.0
1628,255900.0
1629,169000.0
1630,340000.0
1631,190000.0
1632,191000.0
1633,192000.0
1634,175000.0
1635,235000.0
1636,153900.0
1637,190000.0
1638,112000.0
1639,184000.0
1640,250000.0
1641,178000.0
1642,198500.0
1643,261500.0
1644,179000.0
1645,150000.0
1646,170000.0
1647,153500.0
1648,107000.0
1649,136500.0
1650,120500.0
1651,127000.0
1652,100000.0
1653,94500.0
1654,155000.0
1655,85000.0
1656,148500.0
1657,151000.0
1658,146000.0
1659,128000.0
1660,139000.0
1661,426000.0
1662,466500.0
1663,394617.0
1664,466500.0
1665,367294.0
1666,283463.0
1667,426000.0
1668,367294.0
1669,214000.0
1670,394617.0
1671,200000.0
1672,412500.0
1673,354000.0
1674,227000.0
1675,185850.0
1676,196000.0
1677,264132.0
1678,340000.0
1679,222000.0
1680,370878.0
1681,202500.0
1682,200000.0
1683,171750.0
1684,174000.0
1685,279500.0
1686,194000.0
1687,191000.0
1688,216837.0
1689,284000.0
1690,185500.0
1691,185000.0
1692,200000.0
1693,184000.0
1694,183200.0
1695,180000.0
1696,402000.0
1697,180000.0
1698,333168.0
1699,215000.0
1700,239000.0
1701,228000.0
1702,245350.0
1703,245350.0
1704,227875.0
1705,279500.0
1706,325000.0
1707,244600.0
1708,167500.0
1709,259000.0
1710,194700.0
1711,266000.0
1712,263435.0
1713,248900.0
1714,201000.0
1715,230000.0
1716,186000.0
1717,84500.0
1718,185000.0
1719,186500.0
1720,221000.0
1721,159000.0
1722,159000.0
1723,155000.0
1724,187750.0
1725,240000.0
1726,175900.0
1727,180000.0
1728,178000.0
1729,175000.0
1730,207500.0
1731,128500.0
1732,109008.0
1733,127500.0
1734,127500.0
1735,125500.0
1736,109900.0
1737,228000.0
1738,194500.0
1739,130000.0
1740,367294.0
1741,199900.0
1742,176000.0
1743,183900.0
1744,217500.0
1745,228000.0
1746,195000.0
1747,158000.0
1748,195000.0
1749,168500.0
1750,168500.0
1751,272000.0
1752,129900.0
1753,174000.0
1754,185000.0
1755,175000.0
1756,120000.0
1757,106500.0
1758,163000.0
1759,219500.0
1760,179900.0
1761,147500.0
1762,375000.0
1763,143900.0
1764,61000.0
1765,174000.0
1766,163000.0
1767,217500.0
1768,129000.0
1769,148000.0
1770,130250.0
1771,129000.0
1772,129000.0
1773,129000.0
1774,172500.0
1775,139000.0
1776,137500.0
1777,82000.0
1778,122900.0
1779,140000.0
1780,131000.0
1781,119000.0
1782,79000.0
1783,127500.0
1784,100000.0
1785,79000.0
1786,135000.0
1787,128000.0
1788,86000.0
1789,141000.0
